TransactionID,age,price_int
2000327,20,1090.0
2000328,20,1090.0
2000329,20,1090.0
2000330,20,1090.0
2000331,20,1090.0
2000332,20,1090.0
2000333,20,1090.0
2000334,20,1090.0
2000335,20,1090.0
2000336,20,1090.0
2000337,20,1090.0
2000338,20,1090.0
2000339,20,1090.0
2000340,20,1090.0
2000341,20,1090.0
2000342,20,1090.0
2000343,20,1090.0
2000344,20,1090.0
2000345,20,1090.0
2000346,20,1090.0
2000347,20,1090.0
2000348,20,1090.0
2000349,20,1090.0
2000350,20,1090.0
2000351,20,1090.0
2000352,20,1090.0
2000353,20,1090.0
2000354,20,1090.0
2000355,20,1090.0
2000356,20,1090.0
2000357,20,1090.0
2000358,20,1090.0
2000359,20,1090.0
2000360,20,1090.0
2000361,20,1090.0
2000362,20,1090.0
2000363,20,1090.0
2000364,20,1090.0
2000365,20,1090.0
2000366,20,1090.0
2000367,20,1090.0
2000368,20,1090.0
2000369,20,1090.0
2000370,20,1090.0
2000371,20,1090.0
2000372,20,1090.0
2000373,20,1090.0
2000374,20,1090.0
2000375,20,1090.0
2000376,20,1090.0
2000377,20,1090.0
2000378,20,1090.0
2000379,20,1090.0
2000380,20,1090.0
2000381,20,1090.0
2000382,20,1090.0
2000383,20,1090.0
2000384,20,1090.0
2000385,20,1090.0
2000386,20,1090.0
2000387,20,1090.0
2000388,20,1090.0
2000389,20,1090.0
2000390,20,1090.0
2000391,20,1090.0
2000392,20,1090.0
2000393,20,1090.0
2000394,20,1090.0
2000395,20,1090.0
2000396,20,1090.0
2000397,20,1090.0
2000398,20,1090.0
2000399,20,1090.0
2000400,20,1090.0
2000401,20,1090.0
2000402,20,1090.0
2000403,20,1090.0
2000404,20,1090.0
2000405,20,1090.0
2000406,20,1090.0
2000407,20,1090.0
2000408,20,1090.0
2000409,20,1090.0
2000410,20,1090.0
2000411,20,1090.0
2000412,20,1090.0
2000413,20,1090.0
2000414,20,1090.0
2000415,20,1090.0
2000416,20,1090.0
2000417,20,1090.0
2000418,20,1090.0
2000419,20,1090.0
2000420,20,1090.0
2000421,20,1090.0
2000422,20,1090.0
2000423,20,1090.0
2000424,20,1090.0
2000425,20,1090.0
2000426,20,1090.0
2000427,20,1090.0
2000428,20,1090.0
2000429,20,1090.0
2000430,20,1090.0
2000431,20,1090.0
2000432,20,1090.0
2000433,20,1090.0
2000434,20,1090.0
2000435,20,1090.0
2000436,20,1090.0
2000437,20,1090.0
2000438,20,1090.0
2000439,20,1090.0
2000440,20,1090.0
2000441,20,1090.0
2000442,20,1090.0
2000443,20,1090.0
2000444,20,1090.0
2000445,20,1090.0
2000446,20,1090.0
2000447,20,1090.0
2000448,20,1090.0
2000449,20,1090.0
2000450,20,1090.0
2000451,20,1090.0
2000452,20,1090.0
2000453,20,1090.0
2000454,20,1090.0
2000455,20,1090.0
2000456,20,1090.0
2000457,20,1090.0
2000458,20,1090.0
2000459,20,1090.0
2000460,20,1090.0
2000461,20,1090.0
2000462,20,1090.0
2000463,20,1090.0
2000464,20,1090.0
2000465,20,1090.0
2000466,20,1090.0
2000467,20,1090.0
2000468,20,1090.0
2000469,20,1090.0
2000470,20,1090.0
2000471,20,1090.0
2000472,20,1090.0
2000473,20,1090.0
2000474,20,1090.0
2000475,20,1090.0
2000476,20,1090.0
2000477,20,1090.0
2000478,20,1090.0
2000479,20,1090.0
2000480,20,1090.0
2000481,20,1090.0
2000482,20,1090.0
2000483,20,1090.0
2000484,20,1090.0
2000485,20,1090.0
2000486,20,1090.0
2000487,20,1090.0
2000488,20,1090.0
2000489,20,1090.0
2000490,20,1090.0
2000491,20,1090.0
2000492,20,1090.0
2000493,20,1090.0
2000494,20,1090.0
2000495,20,1090.0
2000496,20,1090.0
2000497,20,1090.0
2000498,20,1090.0
2000499,20,1090.0
2000500,20,1090.0
2000501,20,1090.0
2000502,20,1090.0
2000503,20,1090.0
2000504,20,1090.0
2000505,20,1090.0
2000506,20,1090.0
2000507,20,1090.0
2000508,20,1090.0
2000509,20,1090.0
2000510,20,1090.0
2000511,20,1090.0
2000512,20,1090.0
2000513,20,1090.0
2000514,20,1090.0
2000515,20,1090.0
2000516,20,1090.0
2000517,20,1090.0
2000518,20,1090.0
2000519,20,1090.0
2000520,20,1090.0
2000521,20,1090.0
2000522,20,1090.0
2000523,20,1090.0
2000524,20,1090.0
2000525,20,1090.0
2000526,20,1090.0
2000527,20,1090.0
2000528,20,1090.0
2000529,20,1090.0
2000530,20,1090.0
2000531,20,1090.0
2000532,20,1090.0
2000533,20,1090.0
2000534,20,1090.0
2000535,20,1090.0
2000536,20,1090.0
2000537,20,1090.0
2000538,20,1090.0
2000539,20,1090.0
2000540,20,1090.0
2000541,20,1090.0
2000542,20,1090.0
2000543,20,1090.0
2000544,20,1090.0
2000545,20,1090.0
2000546,20,1090.0
2000547,20,1090.0
2000548,20,1090.0
2000549,20,1090.0
2000550,20,1090.0
2000551,20,1090.0
2000552,20,1090.0
2000553,20,1090.0
2000554,20,1090.0
2000555,20,1090.0
2000556,20,1090.0
2000557,20,1090.0
2000558,20,1090.0
2000559,20,1090.0
2000560,20,1090.0
2000561,20,1090.0
2000562,20,1090.0
2000563,20,1090.0
2000564,20,1090.0
2000565,20,1090.0
2000566,20,1090.0
2000567,20,1090.0
2000568,20,1090.0
2000569,20,1090.0
2000570,20,1090.0
2000571,20,1090.0
2000572,20,1090.0
2000573,20,1090.0
2000574,20,1090.0
2000575,20,1090.0
2000576,20,1090.0
2000577,20,1090.0
2000578,20,1090.0
2000579,20,1090.0
2000580,20,1090.0
2000581,20,1090.0
2000582,20,1090.0
2000583,20,1090.0
2000584,20,1090.0
2000585,20,1090.0
2000586,20,1090.0
2000587,20,1090.0
2000588,20,1090.0
2000589,20,1090.0
2000590,20,1090.0
2000591,20,1090.0
2000592,20,1090.0
2000593,20,1090.0
2000594,20,1090.0
2000595,20,1090.0
2000596,20,1090.0
2000597,20,1090.0
2000598,20,1090.0
2000599,20,1090.0
2000600,20,1090.0
2000601,20,1090.0
2000602,20,1090.0
2000603,20,1090.0
2000604,20,1090.0
2000605,20,1090.0
2000606,20,1090.0
2000607,20,1090.0
2000608,20,1090.0
2000609,20,1090.0
2000610,20,1090.0
2000611,20,1090.0
2000612,20,1090.0
2000613,20,1090.0
2000614,20,1090.0
2000615,20,1090.0
2000616,20,1090.0
2000617,20,1090.0
2000618,20,1090.0
2000619,20,1090.0
2000620,20,1090.0
2000621,20,1090.0
2000622,20,1090.0
2000623,20,1090.0
2000624,20,1090.0
2000625,20,1090.0
2000626,20,1090.0
2000627,20,1090.0
2000628,20,1090.0
2000629,20,1090.0
2000630,20,1090.0
2000631,20,1090.0
2000632,20,1090.0
2000633,20,1090.0
2000634,20,1090.0
2000635,20,1090.0
2000636,20,1090.0
2000637,20,1090.0
2000638,20,1090.0
2000639,20,1090.0
2000640,20,1090.0
2000641,20,1090.0
2000642,20,1090.0
2000643,20,1090.0
2000644,20,1090.0
2000645,20,1090.0
2000646,20,1090.0
2000647,20,1090.0
2000648,20,1090.0
2000649,20,1090.0
2000650,20,1090.0
2000651,20,1090.0
2000652,20,1090.0
2000653,20,1090.0
2000654,20,1090.0
2000655,20,1090.0
2000656,20,1090.0
2000657,20,1090.0
2000658,20,1090.0
2000659,20,1090.0
2000660,20,1090.0
2000661,20,1090.0
2000662,20,1090.0
2000663,20,1090.0
2000664,20,1090.0
2000665,20,1090.0
2000666,20,1090.0
2000667,20,1090.0
2000668,20,1090.0
2000669,20,1090.0
2000670,20,1090.0
2000671,20,1090.0
2000672,20,1090.0
2000673,20,1090.0
2000674,20,1090.0
2000675,20,1090.0
2000676,20,1090.0
2000677,20,1090.0
2000678,20,1090.0
2000679,20,1090.0
2000680,20,1090.0
2000681,20,1090.0
2000682,20,1090.0
2000683,20,1090.0
2000684,20,1090.0
2000685,20,1090.0
2000686,20,1090.0
2000687,20,1090.0
2000688,20,1090.0
2000689,20,1090.0
2000690,20,1090.0
2000691,20,1090.0
2000692,20,1090.0
2000693,20,1090.0
2000694,20,1090.0
2000695,20,1090.0
2000696,20,1090.0
2000697,20,1090.0
2000698,20,1090.0
2000699,20,1090.0
2000700,20,1090.0
2000701,20,1090.0
2000702,20,1090.0
2000703,20,1090.0
2000704,20,1090.0
2000705,20,1090.0
2000706,20,1090.0
2000707,20,1090.0
2000708,20,1090.0
2000709,20,1090.0
2000710,20,1090.0
2000711,20,1090.0
2000712,20,1090.0
2000713,20,1090.0
2000714,20,1090.0
2000715,20,1090.0
2000716,20,1090.0
2000717,20,1090.0
2000718,20,1090.0
2000719,20,1090.0
2000720,20,1090.0
2000721,20,1090.0
2000722,20,1090.0
2000723,20,1090.0
2000724,20,1090.0
2000725,20,1090.0
2000726,20,1090.0
2000727,20,1090.0
2000728,20,1090.0
2000729,20,1090.0
2000730,20,1090.0
2000731,20,1090.0
2000732,20,1090.0
2000733,20,1090.0
2000734,20,1090.0
2000735,20,1090.0
2000736,20,1090.0
2000737,20,1090.0
2000738,20,1090.0
2000739,20,1090.0
2000740,20,1090.0
2000741,20,1090.0
2000742,20,1090.0
2000743,20,1090.0
2000744,20,1090.0
2000745,20,1090.0
2000746,20,1090.0
2000747,20,1090.0
2000748,20,1090.0
2000749,20,1090.0
2000750,20,1090.0
2000751,20,1090.0
2000752,20,1090.0
2000753,20,1090.0
2000754,20,1090.0
2000755,20,1090.0
2000756,20,1090.0
2000757,20,1090.0
2000758,20,1090.0
2000759,20,1090.0
2000760,20,1090.0
2000761,20,1090.0
2000762,20,1090.0
2000763,20,1090.0
2000764,20,1090.0
2000765,20,1090.0
2000766,20,1090.0
2000767,20,1090.0
2000768,20,1090.0
2000769,20,1090.0
2000770,20,1090.0
2000771,20,1090.0
2000772,20,1090.0
2000773,20,1090.0
2000774,20,1090.0
2000775,20,1090.0
2000776,20,1090.0
2000777,20,1090.0
2000778,20,1090.0
2000779,20,1090.0
2000780,20,1090.0
2000781,20,1090.0
2000782,20,1090.0
2000783,20,1090.0
2000784,20,1090.0
2000785,20,1090.0
2000786,20,1090.0
2000787,20,1090.0
2000788,20,1090.0
2000789,20,1090.0
2000790,20,1090.0
2000791,20,1090.0
2000792,20,1090.0
2000793,20,1090.0
2000794,20,1090.0
2000795,20,1090.0
2000796,20,1090.0
2000797,20,1090.0
2000798,20,1090.0
2000799,20,1090.0
2000800,20,1090.0
2000801,20,1090.0
2000802,20,1090.0
2000803,20,1090.0
2000804,20,1090.0
2000805,20,1090.0
2000806,20,1090.0
2000807,20,1090.0
2000808,20,1090.0
2000809,20,1090.0
2000810,20,1090.0
2000811,20,1090.0
2000812,20,1090.0
2000813,20,1090.0
2000814,20,1090.0
2000815,20,1090.0
2000816,20,1090.0
2000817,20,1090.0
2000818,20,1090.0
2000819,20,1090.0
2000820,20,1090.0
2000821,20,1090.0
2000822,20,1090.0
2000823,20,1090.0
2000824,20,1090.0
2000825,20,1090.0
2000826,20,1090.0
2000827,20,1090.0
2000828,20,1090.0
2000829,20,1090.0
2000830,20,1090.0
2000831,20,1090.0
2000832,20,1090.0
2000833,20,1090.0
2000834,20,1090.0
2000835,20,1090.0
2000836,20,1090.0
2000837,20,1090.0
2000838,20,1090.0
2000839,20,1090.0
2000840,20,1090.0
2000841,20,1090.0
2000842,20,1090.0
2000843,20,1090.0
2000844,20,1090.0
2000845,20,1090.0
2000846,20,1090.0
2000847,20,1090.0
2000848,20,1090.0
2000849,20,1090.0
2000850,20,1090.0
2000851,20,1090.0
2000852,20,1090.0
2000853,20,1090.0
2000854,20,1090.0
2000855,20,1090.0
2000856,20,1090.0
2000857,20,1090.0
2000858,20,1090.0
2000859,20,1090.0
2000860,20,1090.0
2000861,20,1090.0
2000862,20,1090.0
2000863,20,1090.0
2000864,20,1090.0
2000865,20,1090.0
2000866,20,1090.0
2000867,20,1090.0
2000868,20,1090.0
2000869,20,1090.0
2000870,20,1090.0
2000871,20,1090.0
2000872,20,1090.0
2000873,20,1090.0
2000874,20,1090.0
2000875,20,1090.0
2000876,20,1090.0
2000877,20,1090.0
2000878,20,1090.0
2000879,20,1090.0
2000880,20,1090.0
2000881,20,1090.0
2000882,20,1090.0
2000883,20,1090.0
2000884,20,1090.0
2000885,20,1090.0
2000886,20,1090.0
2000887,20,1090.0
2000888,20,1090.0
2000889,20,1090.0
2000890,20,1090.0
2000891,20,1090.0
2000892,20,1090.0
2000893,20,1090.0
2000894,20,1090.0
2000895,20,1090.0
2000896,20,1090.0
2000897,20,1090.0
2000898,20,1090.0
2000899,20,1090.0
2000900,20,1090.0
2000901,20,1090.0
2000902,20,1090.0
2000903,20,1090.0
2000904,20,1090.0
2000905,20,1090.0
2000906,20,1090.0
2000907,20,1090.0
2000908,20,1090.0
2000909,20,1090.0
2000910,20,1090.0
2000911,20,1090.0
2000912,20,1090.0
2000913,20,1090.0
2000914,20,1090.0
2000915,20,1090.0
2000916,20,1090.0
2000917,20,1090.0
2000918,20,1090.0
2000919,20,1090.0
2000920,20,1090.0
2000921,20,1090.0
2000922,20,1090.0
2000923,20,1090.0
2000924,20,1090.0
2000925,20,1090.0
2000926,20,1090.0
2000927,20,1090.0
2000928,20,1090.0
2000929,20,1090.0
2000930,20,1090.0
2000931,20,1090.0
2000932,20,1090.0
2000933,20,1090.0
2000934,20,1090.0
2000935,20,1090.0
2000936,20,1090.0
2000937,20,1090.0
2000938,20,1090.0
2000939,20,1090.0
2000940,20,1090.0
2000941,20,1090.0
2000942,20,1090.0
2000943,20,1090.0
2000944,20,1090.0
2000945,20,1090.0
2000946,20,1090.0
2000947,20,1090.0
2000948,20,1090.0
2000949,20,1090.0
2000950,20,1090.0
2000951,20,1090.0
2000952,20,1090.0
2000953,20,1090.0
2000954,20,1090.0
2000955,20,1090.0
2000956,20,1090.0
2000957,20,1090.0
2000958,20,1090.0
2000959,20,1090.0
2000960,20,1090.0
2000961,20,1090.0
2000962,20,1090.0
2000963,20,1090.0
2000964,20,1090.0
2000965,20,1090.0
2000966,20,1090.0
2000967,20,1090.0
2000968,20,1090.0
2000969,20,1090.0
2000970,20,1090.0
2000971,20,1090.0
2000972,20,1090.0
2000973,20,1090.0
2000974,20,1090.0
2000975,20,1090.0
2000976,20,1090.0
2000977,20,1090.0
2000978,20,1090.0
2000979,20,1090.0
2000980,20,1090.0
2000981,20,1090.0
2000982,20,1090.0
2000983,20,1090.0
2000984,20,1090.0
2000985,20,1090.0
2000986,20,1090.0
2000987,20,1090.0
2000988,20,1090.0
2000989,20,1090.0
2000990,20,1090.0
2000991,20,1090.0
2000992,20,1090.0
2000993,20,1090.0
2000994,20,1090.0
2000995,20,1090.0
2000996,20,1090.0
2000997,20,1090.0
2000998,20,1090.0
2000999,20,1090.0
2001000,20,1090.0
2001001,20,1090.0
2001002,20,1090.0
2001003,20,1090.0
2001004,20,1090.0
2001005,20,1090.0
2001006,20,1090.0
2001007,20,1090.0
2001008,20,1090.0
2001009,20,1090.0
2001010,20,1090.0
2001011,20,1090.0
2001012,20,1090.0
2001013,20,1090.0
2001014,20,1090.0
2001015,20,1090.0
2001016,20,1090.0
2001017,20,1090.0
2001018,20,1090.0
2001019,20,1090.0
2001020,20,1090.0
2001021,20,1090.0
2001022,20,1090.0
2001023,20,1090.0
2001024,20,1090.0
2001025,20,1090.0
2001026,20,1090.0
2001027,20,1090.0
2001028,20,1090.0
2001029,20,1090.0
2001030,20,1090.0
2001031,20,1090.0
2001032,20,1090.0
2001033,20,1090.0
2001034,20,1090.0
2001035,20,1090.0
2001036,20,1090.0
2001037,20,1090.0
2001038,20,1090.0
2001039,20,1090.0
2001040,20,1090.0
2001041,20,1090.0
2001042,20,1090.0
2001043,20,1090.0
2001044,20,1090.0
2001045,20,1090.0
2001046,20,1090.0
2001047,20,1090.0
2001048,20,1090.0
2001049,20,1090.0
2001050,20,1090.0
2001051,20,1090.0
2001052,20,1090.0
2001053,20,1090.0
2001054,20,1090.0
2001055,20,1090.0
2001056,20,1090.0
2001057,20,1090.0
2001058,20,1090.0
2001059,20,1090.0
2001060,20,1090.0
2001061,20,1090.0
2001062,20,1090.0
2001063,20,1090.0
2001064,20,1090.0
2001065,20,1090.0
2001066,20,1090.0
2001067,20,1090.0
2001068,20,1090.0
2001069,20,1090.0
2001070,20,1090.0
2001071,20,1090.0
2001072,20,1090.0
2001073,20,1090.0
2001074,20,1090.0
2001075,20,1090.0
2001076,20,1090.0
2001077,20,1090.0
2001078,20,1090.0
2001079,20,1090.0
2001080,20,1090.0
2001081,20,1090.0
2001082,20,1090.0
2001083,20,1090.0
2001084,20,1090.0
2001085,20,1090.0
2001086,20,1090.0
2001087,20,1090.0
2001088,20,1090.0
2001089,20,1090.0
2001090,20,1090.0
2001091,20,1090.0
2001092,20,1090.0
2001093,20,1090.0
2001094,20,1090.0
2001095,20,1090.0
2001096,20,1090.0
2001097,20,1090.0
2001098,20,1090.0
2001099,20,1090.0
2001100,20,1090.0
2001101,20,1090.0
2001102,20,1090.0
2001103,20,1090.0
2001104,20,1090.0
2001105,20,1090.0
2001106,20,1090.0
2001107,20,1090.0
2001108,20,1090.0
2001109,20,1090.0
2001110,20,1090.0
2001111,20,1090.0
2001112,20,1090.0
2001113,20,1090.0
2001114,20,1090.0
2001115,20,1090.0
2001116,20,1090.0
2001117,20,1090.0
2001118,20,1090.0
2001119,20,1090.0
2001120,20,1090.0
2001121,20,1090.0
2001122,20,1090.0
2001123,20,1090.0
2001124,20,1090.0
2001125,20,1090.0
2001126,20,1090.0
2001127,20,1090.0
2001128,20,1090.0
2001129,20,1090.0
2001130,20,1090.0
2001131,20,1090.0
2001132,20,1090.0
2001133,20,1090.0
2001134,20,1090.0
2001135,20,1090.0
2001136,20,1090.0
2001137,20,1090.0
2001138,20,1090.0
2001139,20,1090.0
2001140,20,1090.0
2001141,20,1090.0
2001142,20,1090.0
2001143,20,1090.0
2001144,20,1090.0
2001145,20,1090.0
2001146,20,1090.0
2001147,20,1090.0
2001148,20,1090.0
2001149,20,1090.0
2001150,20,1090.0
2001151,20,1090.0
2001152,20,1090.0
2001153,20,1090.0
2001154,20,1090.0
2001155,20,1090.0
2001156,20,1090.0
2001157,20,1090.0
2001158,20,1090.0
2001159,20,1090.0
2001160,20,1090.0
2001161,20,1090.0
2001162,20,1090.0
2001163,20,1090.0
2001164,20,1090.0
2001165,20,1090.0
2001166,20,1090.0
2001167,20,1090.0
2001168,20,1090.0
2001169,20,1090.0
2001170,20,1090.0
2001171,20,1090.0
2001172,20,1090.0
2001173,20,1090.0
2001174,20,1090.0
2001175,20,1090.0
2001176,20,1090.0
2001177,20,1090.0
2001178,20,1090.0
2001179,20,1090.0
2001180,20,1090.0
2001181,20,1090.0
2001182,20,1090.0
2001183,20,1090.0
2001184,20,1090.0
2001185,20,1090.0
2001186,20,1090.0
2001187,20,1090.0
2001188,20,1090.0
2001189,20,1090.0
2001190,20,1090.0
2001191,20,1090.0
2001192,20,1090.0
2001193,20,1090.0
2001194,20,1090.0
2001195,20,1090.0
2001196,20,1090.0
2001197,20,1090.0
2001198,20,1090.0
2001199,20,1090.0
2001200,20,1090.0
2001201,20,1090.0
2001202,20,1090.0
2001203,20,1090.0
2001204,20,1090.0
2001205,20,1090.0
2001206,20,1090.0
2001207,20,1090.0
2001208,20,1090.0
2001209,20,1090.0
2001210,20,1090.0
2001211,20,1090.0
2001212,20,1090.0
2001213,20,1090.0
2001214,20,1090.0
2001215,20,1090.0
2001216,20,1090.0
2001217,20,1090.0
2001218,20,1090.0
2001219,20,1090.0
2001220,20,1090.0
2001221,20,1090.0
2001222,20,1090.0
2001223,20,1090.0
2001224,20,1090.0
2001225,20,1090.0
2001226,20,1090.0
2001227,20,1090.0
2001228,20,1090.0
2001229,20,1090.0
2001230,20,1090.0
2001231,20,1090.0
2001232,20,1090.0
2001233,20,1090.0
2001234,20,1090.0
2001235,20,1090.0
2001236,20,1090.0
2001237,20,1090.0
2001238,20,1090.0
2001239,20,1090.0
2001240,20,1090.0
2001241,20,1090.0
2001242,20,1090.0
2001243,20,1090.0
2001244,20,1090.0
2001245,20,1090.0
2001246,20,1090.0
2001247,20,1090.0
2001248,20,1090.0
2001249,20,1090.0
2001250,20,1090.0
2001251,20,1090.0
2001252,20,1090.0
2001253,20,1090.0
2001254,20,1090.0
2001255,20,1090.0
2001256,20,1090.0
2001257,20,1090.0
2001258,20,1090.0
2001259,20,1090.0
2001260,20,1090.0
2001261,20,1090.0
2001262,20,1090.0
2001263,20,1090.0
2001264,20,1090.0
2001265,20,1090.0
2001266,20,1090.0
2001267,20,1090.0
2001268,20,1090.0
2001269,20,1090.0
2001270,20,1090.0
